Product ID,Category,Sub-Category,Product Name,PRICE,DISCOUNT,PROFIT
TEC-PH-10003055,Technology,Phones,"Apple Office Telephone, Full Size",291,0,0.16
FUR-TA-10001272,Office Supplies,Appliances,"Breville Microwave, Silver",270,0.04,0.04
OFF-PA-10002558,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,208,0.19,0.05
TEC-SAN-10000260,Technology,Machines,"Okidata Phone, White",212,0.07,0.03
OFF-SAN-10003687,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",244,0.11,0.17
OFF-BI-10001650,Technology,Phones,"Samsung Headset, Full Size",286,0.15,0
OFF-SU-10001124,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",245,0.03,0.15
FUR-FU-10002485,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",65,0.05,0.14
OFF-LA-10001074,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",232,0.16,0.2
OFF-AP-10001772,Technology,Accessories,"Belkin Keyboard, USB",202,0.08,0.13
FUR-FU-10000541,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled",129,0.06,0.17
OFF-PA-10004589,Office Supplies,Envelopes,"Cameo Peel and Seal, Recycled",139,0.08,0.15
OFF-AR-10002340,Furniture,Furnishings,"Tenex Door Stop, Erganomic",213,0.16,0.09
OFF-ST-10004871,Office Supplies,Envelopes,"Ames Mailers, with clear poly window",185,0.09,0.16
OFF-ST-10003058,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",83,0.05,0.09
TEC-BRO-10001293,Technology,Copiers,"Brother Fax and Copier, Color",241,0.03,0.15
FUR-CH-10002927,Technology,Accessories,"Enermax Flash Drive, Erganomic",220,0.19,0.02
FUR-FU-10001175,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",162,0.12,0.14
FUR-CH-10002010,Technology,Accessories,"SanDisk Keyboard, Bluetooth",40,0.09,0.08
TEC-SAN-10003793,Office Supplies,Envelopes,"Jiffy Mailers, Set of 50",192,0.03,0.12
TEC-PH-10002807,Office Supplies,Appliances,"KitchenAid Toaster, White",323,0.05,0
TEC-PH-10002170,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",158,0.2,0.18
OFF-BOS-10001576,Technology,Phones,"Apple Office Telephone, with Caller ID",250,0.18,0.07
TEC-AC-10001055,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",185,0.1,0.12
OFF-EN-10004895,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",214,0,0.17
OFF-AR-10002145,Office Supplies,Appliances,"Cuisinart Blender, Red",199,0.11,0.12
FUR-TA-10001833,Office Supplies,Storage,"Fellowes File Cart, Blue",118,0.08,0.19
OFF-AR-10002802,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,156,0.07,0.12
OFF-PA-10001971,Technology,Accessories,Logitech MX Performance Wireless Mouse,256,0.02,0.04
FUR-CH-10004277,Technology,Phones,"Nokia Signal Booster, Full Size",299,0.14,0.1
OFF-PA-10003907,Technology,Copiers,"HP Personal Copier, Color",51,0.19,0.09
TEC-PH-10002222,Furniture,Tables,"Bevis Training Table, Rectangular",326,0.11,0.16
OFF-BI-10002735,Technology,Accessories,"Enermax Mouse, Erganomic",68,0.18,0.09
OFF-SAN-10001546,Office Supplies,Binders,GBC ProClick Punch Binding System,136,0,0.02
TEC-PH-10002726,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",191,0.04,0.06
FUR-DEF-10000572,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72,0.12,0.15
FUR-FU-10000944,Office Supplies,Envelopes,"Kraft Mailers, Recycled",71,0.02,0.11
OFF-ACM-10003978,Furniture,Furnishings,"Deflect-O Door Stop, Durable",64,0.17,0.17
OFF-ST-10002598,Furniture,Chairs,"Hon Chairmat, Red",123,0.18,0.02
OFF-EN-10000904,Office Supplies,Appliances,"KitchenAid Coffee Grinder, White",80,0.14,0.16
TEC-PAN-10004404,Furniture,Furnishings,"Advantus Frame, Durable",66,0.02,0
FUR-FU-10000069,Office Supplies,Paper,"Green Bar Note Cards, Premium",277,0.04,0.2
OFF-AR-10001897,Technology,Accessories,"Enermax Numeric Keypad, USB",87,0.02,0.1
TEC-MA-10001015,Office Supplies,Art,"Stanley Markers, Water Color",111,0.09,0.2
TEC-AC-10002600,Technology,Machines,"StarTech Calculator, White",179,0.01,0.16
OFF-GLO-10000485,Technology,Machines,"Panasonic Inkjet, White",51,0.09,0.19
OFF-EN-10002140,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",293,0.16,0.09
OFF-SU-10002423,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,183,0.06,0.1
OFF-AP-10002264,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",60,0.16,0.08
OFF-AR-10004656,Office Supplies,Art,"BIC Pencil Sharpener, Blue",306,0.17,0.16
TEC-HP -10001577,Office Supplies,Storage,"Smead Shelving, Wire Frame",189,0.03,0.13
OFF-BI-10000590,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,205,0.13,0.16
FUR-OFF-10002395,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, with clear poly window",200,0.15,0.14
TEC-AC-10004478,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window",153,0.16,0.11
TEC-AC-10003047,Furniture,Furnishings,"Tenex Photo Frame, Black",87,0.19,0
FUR-FU-10001950,Office Supplies,Art,"Boston Highlighters, Water Color",164,0.09,0.03
TEC-MA-10003246,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",306,0.06,0.01
OFF-ST-10003718,Furniture,Chairs,"Hon Chairmat, Set of Two",226,0.12,0.09
OFF-AP-10001617,Technology,Machines,"StarTech Card Printer, Red",81,0.05,0.16
OFF-ST-10001824,Technology,Machines,"Konica Receipt Printer, Red",223,0.03,0.14
TEC-AC-10003626,Office Supplies,Envelopes,"Jiffy Mailers, Security-Tint",227,0.1,0.01
OFF-BRE-10000391,Office Supplies,Supplies,"Elite Trimmer, Easy Grip",40,0.08,0.09
OFF-PA-10004155,Technology,Phones,"Cisco Audio Dock, Cordless",165,0.04,0.17
TEC-MA-10001210,Office Supplies,Storage,"Eldon Trays, Blue",206,0.17,0.05
OFF-AVE-10001473,Office Supplies,Storage,"Fellowes Trays, Wire Frame",244,0.13,0
OFF-BI-10000538,Office Supplies,Appliances,"Hoover Toaster, Red",198,0.11,0.02
FUR-IKE-10003642,Technology,Machines,"StarTech Phone, Red",75,0.08,0.06
FUR-CH-10001037,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",250,0.08,0.12
OFF-PA-10003381,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",268,0.06,0.08
OFF-FA-10003727,Office Supplies,Supplies,"Elite Shears, Steel",269,0.1,0.1
OFF-SU-10000255,Technology,Copiers,"Hewlett Copy Machine, Color",224,0.04,0.07
FUR-FU-10001541,Office Supplies,Art,"Sanford Markers, Water Color",130,0.12,0.05
FUR-BO-10000517,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,91,0,0.16
OFF-FA-10002619,Office Supplies,Storage,"Fellowes Trays, Wire Frame",244,0.11,0.1
OFF-PA-10003115,Technology,Machines,"Panasonic Calculator, Wireless",75,0.06,0.13
FUR-FU-10000946,Office Supplies,Paper,"Xerox Cards & Envelopes, Recycled",69,0.2,0.14
OFF-AP-10002608,Office Supplies,Envelopes,"Cameo Mailers, Recycled",64,0.13,0.19
OFF-BI-10000346,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",142,0.18,0.17
OFF-BIN-10002061,Office Supplies,Paper,"Enermax Note Cards, Premium",109,0.14,0.09
FUR-FU-10002818,Technology,Machines,"Okidata Card Printer, Wireless",181,0.02,0.11
OFF-PA-10001536,Office Supplies,Supplies,"Elite Shears, High Speed",328,0,0.19
TEC-AC-10002158,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,71,0.03,0.04
TEC-HP -10003559,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,301,0.19,0.01
OFF-SU-10002027,Furniture,Furnishings,"Rubbermaid Clock, Durable",241,0.17,0.12
TEC-MA-10002306,Office Supplies,Storage,"Smead Trays, Blue",138,0.13,0.2
OFF-PA-10000776,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,240,0.05,0.18
FUR-FU-10002549,Technology,Machines,"Konica Calculator, Wireless",247,0.02,0.1
FUR-ELD-10004727,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),233,0.2,0.18
FUR-FU-10004182,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",300,0.07,0.02
OFF-ST-10001413,Technology,Accessories,"Enermax Memory Card, Bluetooth",116,0.12,0.19
TEC-ENE-10002744,Technology,Phones,"Samsung Office Telephone, Full Size",115,0.2,0.11
FUR-ELD-10004973,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Alphabetical",203,0.06,0.06
FUR-BO-10000610,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",306,0.04,0.01
FUR-FU-10001215,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,41,0.08,0.09
OFF-ELD-10001832,Office Supplies,Paper,Xerox 1882,118,0.14,0.15
OFF-AP-10000615,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",287,0.06,0.17
FUR-FU-10000135,Technology,Accessories,"Belkin Numeric Keypad, USB",113,0.17,0.2
OFF-ST-10001414,Office Supplies,Storage,"Fellowes File Cart, Single Width",55,0.19,0.09
OFF-ROG-10003733,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",239,0.06,0.01
FUR-DAN-10001462,Office Supplies,Binders,"Acco Binder Covers, Durable",169,0.06,0.15
OFF-SU-10000925,Office Supplies,Art,"Sanford Sketch Pad, Water Color",299,0.12,0.16
TEC-AC-10002014,Office Supplies,Art,"Boston Canvas, Easy-Erase",170,0,0.07
OFF-AP-10001335,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",277,0.17,0.02
OFF-PA-10003625,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",66,0.04,0.03
TEC-AC-10000450,Furniture,Bookcases,Bush Mission Pointe Library,133,0.03,0.17
TEC-AC-10003776,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",293,0.02,0.15
OFF-SU-10004496,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,232,0,0.16
TEC-AC-10004562,Furniture,Chairs,"Hon Chairmat, Black",45,0.07,0
OFF-BI-10001622,Office Supplies,Art,"Sanford Markers, Water Color",130,0.11,0.16
OFF-STI-10002040,Technology,Phones,"Apple Headset, VoIP",292,0.03,0.16
TEC-AC-10003927,Furniture,Furnishings,"Advantus Photo Frame, Duo Pack",209,0.14,0.03
FUR-TA-10001090,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",228,0.1,0.11
TEC-MA-10002571,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,282,0,0.19
OFF-FA-10002728,Office Supplies,Art,"Binney & Smith Pens, Blue",79,0.16,0.07
FUR-ELD-10000301,Furniture,Furnishings,"Deflect-O Door Stop, Black",316,0.1,0.06
OFF-SU-10003234,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",104,0.15,0.11
OFF-SU-10004244,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic",245,0.16,0.09
TEC-MA-10002226,Technology,Phones,"Cisco Signal Booster, Cordless",225,0.18,0.13
FUR-BO-10000184,Technology,Phones,"Nokia Signal Booster, Cordless",319,0.2,0.19
OFF-ST-10002515,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",111,0.18,0.1
TEC-MA-10004626,Furniture,Chairs,"SAFCO Bag Chairs, Red",189,0.1,0.16
OFF-PA-10001170,Technology,Phones,Cisco SPA508G,179,0.09,0.02
OFF-AP-10003043,Office Supplies,Supplies,"Elite Trimmer, Easy Grip",40,0.16,0.01
OFF-AR-10003630,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,60,0.12,0
TEC-MOT-10002689,Furniture,Tables,"Bevis Computer Table, Fully Assembled",79,0.06,0.01
OFF-AR-10000751,Office Supplies,Supplies,"Kleencut Box Cutter, High Speed",162,0.17,0.03
OFF-BI-10001723,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",325,0.13,0.19
OFF-PA-10001944,Technology,Copiers,"Sharp Fax and Copier, Laser",232,0.13,0.05
OFF-ST-10003479,Technology,Machines,"Konica Card Printer, Red",261,0.2,0.06
OFF-STI-10003148,Office Supplies,Appliances,"KitchenAid Blender, Black",210,0.1,0
OFF-AR-10003336,Technology,Phones,AT&T CL83451 4-Handset Telephone,308,0.14,0.18
OFF-ADV-10003030,Office Supplies,Binders,"Acco Binding Machine, Recycled",290,0.19,0.03
FUR-FU-10002379,Furniture,Tables,"Bevis Coffee Table, Rectangular",103,0.16,0.04
TEC-AC-10000692,Office Supplies,Paper,Xerox 1912,230,0.04,0.17
OFF-AR-10003457,Technology,Phones,"Apple Audio Dock, Cordless",315,0.19,0.01
FUR-RUB-10000501,Furniture,Tables,"Barricks Training Table, Fully Assembled",64,0.04,0.19
TEC-AC-10003554,Office Supplies,Paper,Xerox 1938,301,0.1,0.11
TEC-AC-10003044,Technology,Accessories,"SanDisk Keyboard, Programmable",92,0.18,0.14
FUR-CH-10002378,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",250,0.1,0.04
OFF-PA-10000659,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",44,0.02,0.17
OFF-AR-10000833,Office Supplies,Supplies,"Acme Trimmer, High Speed",42,0.16,0.03
OFF-SAN-10001681,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",271,0.11,0.07
TEC-AC-10000258,Office Supplies,Labels,Round Specialty Laser Printer Labels,100,0.07,0.17
OFF-EN-10004885,Office Supplies,Appliances,"Hoover Toaster, White",155,0.13,0.13
TEC-PH-10002890,Furniture,Furnishings,"Advantus Frame, Duo Pack",185,0.17,0.2
OFF-BOS-10003478,Office Supplies,Paper,"Green Bar Computer Printout Paper, Multicolor",95,0.2,0.18
TEC-AC-10002455,Office Supplies,Art,"Stanley Markers, Water Color",111,0.11,0.07
TEC-MA-10000904,Office Supplies,Storage,"Rogers Trays, Blue",292,0.19,0.1
OFF-EN-10004649,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,197,0.16,0.13
TEC-MA-10001570,Technology,Copiers,"Brother Personal Copier, Laser",143,0.06,0.11
OFF-AR-10002745,Furniture,Chairs,"Office Star Swivel Stool, Black",329,0.09,0.07
OFF-ELD-10003038,Furniture,Furnishings,"Advantus Door Stop, Durable",202,0.06,0.1
FUR-FU-10002655,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",241,0.17,0.1
TEC-AC-10001311,Technology,Accessories,"SanDisk Memory Card, Erganomic",92,0.18,0.08
OFF-SU-10002152,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,289,0.05,0.2
FUR-FU-10002502,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,49,0.19,0.12
OFF-ST-10002406,Office Supplies,Art,"Boston Pencil Sharpener, Fluorescent",320,0.18,0.17
FUR-ELD-10000857,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",242,0.06,0.17
FUR-FU-10001252,Office Supplies,Appliances,"Breville Toaster, White",201,0.04,0.01
OFF-SU-10001137,Office Supplies,Envelopes,"Kraft Mailers, Security-Tint",312,0.16,0.02
OFF-PA-10003641,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",231,0.2,0.15
FUR-ELD-10003179,Furniture,Tables,"Bevis Round Table, Fully Assembled",87,0.18,0.1
FUR-FU-10003283,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",318,0.02,0.1
FUR-SAF-10000508,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium",159,0.18,0.19
FUR-FU-10000361,Furniture,Chairs,"SAFCO Swivel Stool, Black",138,0.12,0.14
OFF-SU-10001535,Office Supplies,Paper,"Eaton Message Books, Premium",63,0.19,0.13
TEC-PH-10004682,Technology,Phones,"Cisco Office Telephone, VoIP",300,0.08,0.18
FUR-FU-10003447,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,69,0.13,0.18
FUR-CH-10001663,Office Supplies,Paper,"SanDisk Computer Printout Paper, Recycled",236,0,0.18
FUR-SAF-10001428,Technology,Phones,netTALK DUO VoIP Telephone Service,192,0.08,0.17
OFF-ROG-10004393,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack",301,0.09,0.01
TEC-AC-10000354,Furniture,Furnishings,"Tenex Door Stop, Black",151,0.14,0.07
FUR-IKE-10002719,Office Supplies,Supplies,"Acme Trimmer, High Speed",42,0.2,0.17
OFF-AR-10001770,Office Supplies,Storage,"Tenex Shelving, Industrial",308,0.14,0.01
OFF-SU-10001066,Office Supplies,Envelopes,"Ames Mailers, with clear poly window",185,0.17,0.18
FUR-CH-10002317,Technology,Machines,"Panasonic Calculator, Red",172,0.15,0.18
OFF-SU-10003126,Furniture,Furnishings,"Tenex Door Stop, Durable",52,0.17,0.02
OFF-AP-10002960,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,285,0.07,0.14
OFF-LA-10004398,Technology,Machines,"StarTech Card Printer, Durable",66,0.03,0.2
FUR-FU-10003960,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,139,0.01,0.09
OFF-ENE-10002104,Office Supplies,Envelopes,"GlobeWeis Mailers, Security-Tint",270,0.08,0.01
FUR-CH-10003853,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled",119,0.1,0.15
FUR-FU-10003608,Office Supplies,Supplies,"Acme Shears, Steel",87,0.12,0.05
FUR-CH-10004751,Office Supplies,Appliances,"KitchenAid Blender, White",57,0.14,0.07
OFF-PA-10004475,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",201,0.16,0.13
OFF-AME-10000244,Technology,Copiers,"HP Copy Machine, Laser",259,0.13,0.17
OFF-ELD-10004324,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",95,0.09,0.1
TEC-PH-10003486,Furniture,Chairs,"Office Star Rocking Chair, Red",123,0.16,0.16
OFF-SU-10003789,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",128,0.07,0.18
FUR-DAN-10003011,Technology,Accessories,"SanDisk Keyboard, USB",147,0.13,0.15
TEC-AC-10000540,Furniture,Furnishings,"Eldon Door Stop, Black",157,0.09,0.06
TEC-AC-10003469,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,74,0.03,0.06
TEC-MA-10002930,Office Supplies,Storage,"Fellowes Shelving, Single Width",79,0,0.1
TEC-AC-10001402,Office Supplies,Storage,"Smead Shelving, Blue",290,0.06,0.02
OFF-EN-10003780,Office Supplies,Appliances,"KitchenAid Blender, Silver",127,0.12,0.05
OFF-AP-10001962,Office Supplies,Storage,"Rogers Box, Single Width",326,0.15,0.11
TEC-BRO-10003401,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",242,0.19,0.09
TEC-CO-10001523,Office Supplies,Appliances,"Breville Toaster, Black",162,0,0.04
OFF-SU-10003951,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",110,0.06,0.18
OFF-FA-10003893,Technology,Machines,"Okidata Calculator, Durable",135,0.02,0.03
FUR-BO-10000734,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",41,0.09,0.14
FUR-CH-10001374,Office Supplies,Binders,"Acco Binding Machine, Clear",48,0.1,0.08
OFF-AR-10004115,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",116,0.04,0.08
TEC-MA-10002464,Furniture,Chairs,"SAFCO Chairmat, Adjustable",167,0.09,0
FUR-DEF-10003551,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",105,0.12,0.03
FUR-DEF-10004141,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes",287,0.05,0.05
FUR-FU-10000641,Office Supplies,Supplies,"Elite Box Cutter, High Speed",255,0.02,0.16
OFF-AR-10002783,Furniture,Furnishings,"Tenex Photo Frame, Black",87,0.05,0
FUR-HAR-10003124,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",262,0.18,0.16
OFF-SU-10002306,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal",282,0.12,0.03
OFF-AP-10000775,Office Supplies,Paper,"Enermax Note Cards, Premium",109,0.17,0.16
OFF-EN-10003669,Furniture,Furnishings,"Advantus Stacking Tray, Durable",88,0.12,0
OFF-EN-10004560,Office Supplies,Appliances,"Breville Toaster, Black",162,0.02,0.17
OFF-AVE-10001750,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",301,0.14,0.05
TEC-MA-10003730,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",45,0,0.18
OFF-AP-10001955,Furniture,Furnishings,"Advantus Stacking Tray, Black",92,0.1,0.02
FUR-HAR-10001089,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",131,0.1,0.14
TEC-SAM-10003948,Technology,Accessories,"Enermax Memory Card, Erganomic",71,0.07,0.08
OFF-FIS-10002924,Technology,Copiers,"HP Wireless Fax, Digital",186,0.07,0.03
FUR-CH-10002417,Office Supplies,Supplies,"Stiletto Letter Opener, High Speed",156,0.17,0.1
OFF-AR-10003377,Technology,Machines,"Epson Phone, White",304,0.1,0.17
FUR-TA-10001857,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",206,0.01,0.1
OFF-TEN-10004210,Furniture,Furnishings,"Deflect-O Clock, Duo Pack",43,0.12,0.16
OFF-SU-10003115,Furniture,Furnishings,"Eldon Stacking Tray, Black",230,0.12,0.1
TEC-AC-10001703,Furniture,Furnishings,"Eldon Stacking Tray, Black",230,0.1,0.12
FUR-CH-10003608,Office Supplies,Storage,"Rogers Folders, Blue",237,0.02,0
FUR-FU-10001091,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",49,0.12,0.12
FUR-CH-10003341,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",242,0.1,0.03
OFF-AR-10000097,Furniture,Furnishings,"Eldon Clock, Black",249,0.05,0.09
TEC-AC-10000057,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",135,0.05,0.1
TEC-BRO-10004328,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",84,0.11,0.14
OFF-SU-10003515,Office Supplies,Storage,"Eldon Shelving, Single Width",76,0.07,0.1
OFF-SU-10003473,Office Supplies,Appliances,"KitchenAid Toaster, Silver",173,0.18,0.15
OFF-ACM-10002301,Furniture,Furnishings,"Tenex Photo Frame, Black",87,0.05,0.01
OFF-BI-10004651,Office Supplies,Storage,"Rogers Lockers, Wire Frame",245,0.1,0.12
OFF-HAM-10004805,Office Supplies,Storage,"Rogers Folders, Wire Frame",128,0.05,0.02
OFF-SAN-10004288,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",104,0.04,0.13
FUR-FU-10001764,Office Supplies,Supplies,"Fiskars Box Cutter, High Speed",208,0.08,0.08
OFF-BI-10000323,Office Supplies,Supplies,"Elite Trimmer, Steel",205,0.08,0.18
OFF-EN-10004424,Technology,Accessories,"Belkin Flash Drive, USB",182,0.18,0
FUR-TA-10003291,Office Supplies,Appliances,"Hoover Toaster, Black",244,0.06,0.15
FUR-CH-10004826,Office Supplies,Paper,Xerox 1979,95,0.15,0.18
FUR-NOV-10000222,Technology,Accessories,"Enermax Keyboard, USB",163,0.17,0.01
OFF-AP-10004372,Technology,Accessories,"Belkin Flash Drive, Programmable",284,0.01,0.19
TEC-PH-10004272,Office Supplies,Supplies,"Kleencut Scissors, Easy Grip",326,0.15,0.14
OFF-EN-10002504,Technology,Accessories,"Enermax Flash Drive, Programmable",82,0.11,0.16
FUR-FU-10001933,Office Supplies,Binders,"Acco 3-Hole Punch, Durable",226,0.19,0.12
OFF-ELD-10000024,Office Supplies,Supplies,"Stiletto Ruler, Easy Grip",319,0.11,0.2
FUR-FU-10001161,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",289,0.08,0.18
OFF-FA-10002803,Furniture,Tables,"Chromcraft Round Table, Rectangular",243,0.06,0.11
FUR-FU-10000366,Technology,Machines,"Konica Phone, Durable",56,0.15,0.07
OFF-PA-10002581,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",82,0.08,0.09
FUR-CH-10003440,Furniture,Furnishings,"Eldon Frame, Duo Pack",106,0.1,0.17
TEC-AC-10000269,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Black",104,0.04,0.09
OFF-PA-10004286,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip",139,0.2,0.17
OFF-AP-10004821,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip",53,0.2,0.17
OFF-SU-10004177,Technology,Machines,"Epson Phone, Red",241,0.03,0.06
FUR-CH-10003123,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",79,0.01,0.12
OFF-ST-10004017,Office Supplies,Storage,"Eldon Lockers, Wire Frame",233,0.18,0.14
OFF-STO-10001791,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,111,0.04,0.14
FUR-BO-10001271,Office Supplies,Paper,"Xerox Cards & Envelopes, Multicolor",291,0.1,0.14
FUR-CH-10002481,Office Supplies,Appliances,"Breville Blender, White",121,0.2,0.07
FUR-TEN-10000525,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase",100,0.1,0.03
FUR-TEN-10001809,Technology,Phones,"Motorola Headset, Cordless",177,0,0
TEC-AC-10001735,Office Supplies,Art,"Binney & Smith Highlighters, Blue",265,0.11,0.01
OFF-ST-10000760,Office Supplies,Binders,"Avery Binder, Clear",231,0.01,0.06
OFF-SU-10002094,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",206,0.18,0.09
OFF-AR-10004260,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",45,0.01,0.18
OFF-BI-10003007,Office Supplies,Supplies,"Stiletto Trimmer, Serrated",118,0.16,0.01
FUR-DEF-10003315,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",229,0.18,0.02
FUR-CH-10000848,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",309,0.19,0.17
FUR-BAR-10003576,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,308,0.04,0.14
OFF-AR-10002022,Technology,Accessories,"Logitech Keyboard, Erganomic",135,0.07,0.15
OFF-SU-10001877,Office Supplies,Art,"Sanford Sketch Pad, Water Color",299,0.17,0.14
OFF-KRA-10004876,Furniture,Furnishings,"Rubbermaid Clock, Black",178,0.06,0.03
FUR-FU-10002557,Technology,Accessories,"Belkin Numeric Keypad, USB",113,0.18,0.19
OFF-LA-10002609,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",65,0.14,0.02
FUR-TA-10000518,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",70,0.18,0.18
TEC-MA-10001128,Office Supplies,Appliances,"Cuisinart Blender, Red",199,0.15,0.08
OFF-BI-10003579,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",236,0.18,0.06
OFF-PA-10003252,Office Supplies,Art,"Sanford Sketch Pad, Water Color",299,0.09,0.16
TEC-CO-10003007,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",109,0.13,0.18
